981036 508139 1
977455 518526 817

534120 -42453 2
538048 -50553 569

577878 -43732 3
583955 -22935 328

532890 -96645 4
577878 -43732 3

205322 215891 5
217951 218350 11

225923 197950 6
231615 205337 558

69842 667632 7
70214 708048 630

391965 1054524 8
371983 1063470 834

310065 -10714 9
311391 2266 724

247401 754523 10
254767 754810 160

217951 218350 11
211889 212670 545

443097 54051 12
442937 47268 803

47342 630935 13
44426 636871 873

317515 713679 14
322488 718762 231

301816 1021772 15
298552 1013038 426

950864 332234 16
927124 334453 865

276433 725657 17
326970 746737 283

921801 410349 18
926340 401716 636

555508 67090 19
543108 65803 999

409959 379409 20
374272 338061 502

968097 540588 21
960562 523857 871

40089 721860 22
60914 739114 298

702011 527050 23
720304 525053 47

726191 326684 24
737989 286287 513

990428 196959 25
1049423 235210 439

381890 1003805 26
391960 997694 548

409527 1056227 27
391965 1054524 8

675609 496310 28
676648 481141 478

971071 188552 29
990428 196959 25

932494 818793 30
940795 808773 104

936083 384774 31
936941 390671 511

835076 517826 32
820477 530979 798

120444 663239 33
142239 639607 482

648516 395774 34
642784 388059 696

402323 126508 35
419974 135778 156

307839 57178 36
317997 54917 653

397333 987582 37
382186 966747 304

314281 949219 38
308807 935109 638

105042 667806 39
107344 669849 278

1006036 468020 40
989198 480008 207

473356 311656 41
474903 332139 293

970499 257334 42
973283 270933 714

919732 458332 43
919756 474725 930

1033956 436231 44
1041102 448822 876

934265 314744 45
961560 301327 164

239142 55856 46
224003 29895 922

720304 525053 47
720955 526394 885

480764 1058084 48
454650 1052608 446

970063 396578 49
958598 392349 994

543132 334794 50
559275 343566 415

755587 491352 51
755201 486107 257

975653 745618 52
962521 735638 937

272842 58331 53
276562 54902 500

537123 165900 54
559782 199329 119

519742 129315 55
505069 123029 110

35924 947451 56
34538 935151 93

1064442 490895 57
1066231 519460 202

489393 117496 58
474524 121509 665

631320 277543 59
667482 276121 958

261674 961159 60
265500 967350 131

534617 58056 61
520607 46851 920

691689 512673 62
662863 512705 349

182654 715277 63
189682 670820 622

945838 459916 64
944684 447163 690

627821 -838 65
625325 17660 731

1022110 283893 66
1050575 262706 980

458725 143747 67
462130 153079 341

273755 -10984 68
267943 -26353 78

293760 805861 69
335170 808699 113

466598 160110 70
472642 161804 553

906179 264649 71
929420 264511 836

712619 535794 72
709160 533608 989

240847 212619 73
252224 211268 367

993782 930601 74
955040 963510 988

322034 925655 75
328593 930881 477

954600 443790 76
975519 448528 285

995817 521789 77
995987 513246 300

267943 -26353 78
311128 -28096 715

674673 332544 79
677055 329993 577

978160 748015 80
975653 745618 52

353466 1077036 81
331638 1096815 108

371788 950118 82
373296 947968 146

779223 446051 83
778794 450468 743

525136 311620 84
510819 308837 955

1026402 609181 85
1006854 618170 615

619524 -3330 86
624332 -6840 890

644232 440581 87
653289 435846 943

198821 272321 88
177323 269057 315

280990 298348 89
228581 290039 261

475893 278934 90
495432 290024 227

291897 964145 91
266904 961713 436

476091 102274 92
482378 108880 693

34538 935151 93
47737 937785 465

985493 331624 94
990228 319463 734

25533 991767 95
21469 966722 861

1029016 248202 96
1024997 244075 208

1041034 983317 97
1038628 984843 745

922880 836157 98
911677 841211 153

754748 378532 99
722401 342889 902

193676 209011 100
194476 210876 383

269511 991097 101
215395 1004343 607

608351 334935 102
601370 352014 684

221344 712137 103
220857 714539 848

940795 808773 104
926699 806400 268

35503 903653 105
11743 929818 311

194163 -8394 106
224229 -21641 347

459581 335048 107
456407 356580 124

331638 1096815 108
331686 1086172 277

538796 317093 109
525136 311620 84

505069 123029 110
513200 119016 221

706191 481820 111
707664 486137 840

974314 819460 112
969541 826989 547

335170 808699 113
349317 802335 802

774079 491470 114
763790 486237 940

727757 567077 115
738072 552741 472

469054 308841 116
473356 311656 41

982345 808600 117
978831 819659 396

635739 329982 118
654552 326167 414

559782 199329 119
532794 214994 793

865983 362039 120
850650 352948 291

566229 32945 121
565140 26652 151

945355 443621 122
939129 436355 499

343074 1043145 123
354006 1036799 520

456407 356580 124
454526 361210 897

930994 863608 125
934941 858189 290

465030 165426 126
472412 180641 294

585931 271316 127
589981 266128 879

78142 896258 128
35998 898159 675

228762 757017 129
211184 769048 429

641748 302745 130
632951 312899 951

265500 967350 131
269511 991097 101

-18619 985581 132
-55457 984014 706

437681 78375 133
440031 60986 813

657303 473671 134
644232 440581 87

207311 190512 135
220389 186688 772

1039916 606173 136
1026402 609181 85

501654 342980 137
514730 337115 978

808872 431227 138
808076 416004 350

979141 290493 139
971838 295842 979

962582 325713 140
958908 326754 356

858477 607859 141
880225 607529 280

682062 285319 142
678857 289512 247

1018123 948910 143
1015830 948217 355

555686 23786 144
566752 39284 326

895287 454109 145
893464 461786 747

373296 947968 146
409431 960349 713

-3116 976012 147
-18619 985581 132

617542 115270 148
572331 127874 758

735268 492611 149
732401 490047 226

954724 617777 150
964356 620951 190

565140 26652 151
557669 16852 915

892688 563248 152
896611 521615 825

911677 841211 153
911400 835499 824

1079810 800957 154
1036911 806200 238

778264 555164 155
811686 577423 681

419974 135778 156
402335 171357 489

511106 982963 157
539006 1025381 407

682826 550673 158
680220 537678 217

534554 150784 159
539650 122967 617

254767 754810 160
253366 765380 939

340163 932553 161
336244 924492 301

508592 312824 162
503723 322399 660

579508 296187 163
548257 296059 282

961560 301327 164
960238 294057 917

493862 175735 165
499475 192284 458

501386 266573 166
508742 242729 471

463909 88190 167
465714 101740 599

338390 671668 168
612083 543519 404

965235 921962 169
970347 920258 253

710505 507680 170
708564 515507 720

367928 96586 171
402323 126508 35

1061692 290085 172
1056149 295786 449

577618 26586 173
580726 30503 357

568778 276180 174
585931 271316 127

120097 667734 175
120877 663858 359

439840 92005 176
437681 78375 133

400650 986098 177
397333 987582 37

944072 769857 178
961169 760362 591

604630 304795 179
579508 296187 163

933823 485086 180
943452 487818 829

336792 47017 181
364235 45159 716

984258 658894 182
979014 669835 842

665887 341226 183
674673 332544 79

683701 313080 184
691853 309522 678

286989 15656 185
264488 51021 220

727013 436681 186
724429 448985 540

196457 232311 187
184916 220310 735

489533 904759 188
511106 982963 157

4838 638626 189
47342 630935 13

964356 620951 190
994285 638276 387

14019 975847 191
-1710 971566 812

1011610 457653 192
1000845 453198 229

1086560 348419 193
1078221 373636 441

331881 905996 194
321756 910244 685

446028 299319 195
441303 308739 732

989521 565952 196
987715 553698 608

638645 343723 197
634530 346286 588

80472 761743 198
99143 758382 700

918795 371845 199
936083 384774 31

962133 405576 200
962085 418253 510

90002 730359 201
83117 722049 801

1066231 519460 202
1038062 501176 255

314455 717336 203
314906 713219 485

698977 548286 204
692681 553133 925

990152 861550 205
1011477 852681 541

420156 1035929 206
428352 1016931 771

989198 480008 207
982004 503921 914

1024997 244075 208
1003840 256874 786

675765 277962 209
683676 273310 770

1017295 284449 210
1022110 283893 66

279452 70873 211
262460 78923 483

66701 635082 212
76803 611857 927

799479 462913 213
808872 431227 138

359551 959225 214
357481 971257 853

-21508 941499 215
-19602 939224 430

179606 816588 216
234089 840628 490

680220 537678 217
678488 536384 906

109416 697746 218
100835 697230 670

1020461 867072 219
1007126 885952 384

264488 51021 220
272842 58331 53

513200 119016 221
520306 120787 271

324952 979758 222
330573 979271 973

-23037 907079 223
-41255 855960 843

425793 1004271 224
430828 996317 598

245076 731150 225
244797 753540 354

732401 490047 226
720723 492863 935

495432 290024 227
501386 266573 166

863374 857586 228
886759 823658 585

1000845 453198 229
997789 456905 632

5802 937511 230
-468 937668 596

322488 718762 231
351535 706086 856

297064 940211 232
314281 949219 38

78039 176061 233
172669 181061 804

310707 17474 234
286989 15656 185

431057 917939 235
415990 924813 342

1012985 782917 236
991261 786323 604

910332 348187 237
911655 360648 594

1036911 806200 238
1038313 825056 339

604167 14088 239
604719 10667 491

1034615 373033 240
996903 414772 447

595552 265288 241
616430 236955 847

480446 146778 242
458725 143747 67

968706 830827 243
970865 836094 703

520827 159727 244
534554 150784 159

927178 891801 245
930994 863608 125

58502 918647 246
78142 896258 128

678857 289512 247
676588 297348 421

921982 539806 248
932379 564517 884

1066895 310233 249
1055782 306326 329

982152 537701 250
979579 542407 624

553647 90137 251
555508 67090 19

546523 252022 252
527074 282489 517

970347 920258 253
968345 900197 467

542786 244277 254
546523 252022 252

1038062 501176 255
1006388 538259 385

939444 649000 256
946788 638911 655

755201 486107 257
748417 485823 269

245208 17631 258
258989 7413 606

859154 515363 259
846532 517406 555

928209 569207 260
944551 580456 797

228581 290039 261
213113 317798 303

898350 777460 262
910116 758870 702

486326 321618 263
479603 310225 307

354152 925489 264
370706 930168 597

307482 958761 265
291897 964145 91

920851 668651 266
939444 649000 256

96606 655604 267
105042 667806 39

926699 806400 268
918600 797087 296

748417 485823 269
735268 492611 149

633607 235913 270
638119 260212 859

520306 120787 271
523173 100275 419

259081 144892 272
319656 146164 845

459850 274123 273
466840 281154 322

145018 681646 274
140233 683418 525

959481 742510 275
945490 733405 409

-31358 952162 276
-21508 941499 215

331686 1086172 277
328361 1072479 627

107344 669849 278
114442 669869 928

1038959 454099 279
1025430 456081 900

880225 607529 280
871149 581702 651

669490 506855 281
677991 501342 921

548257 296059 282
547376 297596 498

326970 746737 283
310449 719995 611

429285 1062179 284
424716 1056496 501

975519 448528 285
980879 445657 505

611622 341592 286
608351 334935 102

989119 800767 287
985670 802017 576

558132 154408 288
539046 163668 701

560470 -6998 289
535826 -37128 631

934941 858189 290
949909 834209 738

850650 352948 291
851876 331130 305

954289 573916 292
973108 578200 858

474903 332139 293
486326 321618 263

472412 180641 294
493862 175735 165

271736 832653 295
293760 805861 69

918600 797087 296
911291 784897 942

545895 277676 297
551607 277715 519

60914 739114 298
66564 742265 313

911842 481207 299
893520 471855 953

995987 513246 300
990651 511078 324

336244 924492 301
347819 911147 768

669624 367077 302
649829 356055 327

213113 317798 303
187531 325360 705

382186 966747 304
371788 950118 82

851876 331130 305
855250 320217 931

379917 905379 306
354073 872216 792

479603 310225 307
479812 302306 839

264587 696793 308
257737 689159 733

505738 308854 309
508592 312824 162

1005275 349543 310
1011976 334905 431

11743 929818 311
5802 937511 230

966284 432460 312
954600 443790 76

66564 742265 313
75677 743816 785

985933 788152 314
971852 787831 398

177323 269057 315
169754 262994 805

582741 1622 316
573839 9502 487

1041728 969352 317
1041034 983317 97

447075 133055 318
445228 118645 791

357224 1073600 319
353466 1077036 81

939524 731450 320
946798 691984 679

980763 433554 321
966284 432460 312

466840 281154 322
446028 299319 195

208129 260745 323
231689 255900 343

990651 511078 324
981036 508139 1

875583 392312 325
891249 380318 987

566752 39284 326
566229 32945 121

649829 356055 327
638645 343723 197

583955 -22935 328
596709 -15476 818

1055782 306326 329
1029211 318790 368

220744 66433 330
239142 55856 46

1068535 307643 331
1066895 310233 249

957576 969635 332
982349 984363 759

424155 668 333
424139 35597 968

582864 731 334
582741 1622 316

450704 1012748 335
447902 1011589 565

736428 451426 336
729198 445581 390

700624 501219 337
718965 500142 680

594358 80877 338
586318 94344 746

1038313 825056 339
1031106 832736 862

1030838 436629 340
1033956 436231 44

462130 153079 341
466598 160110 70

415990 924813 342
396285 914521 518

231689 255900 343
214132 253225 474

364279 -43699 344
399467 -23317 683

989301 332654 345
985493 331624 94

420978 975030 346
400650 986098 177

224229 -21641 347
226294 -19579 508

999754 586633 348
959041 593009 561

662863 512705 349
669490 506855 281

808076 416004 350
775882 394219 965

491677 192175 351
459074 186439 689

6138 954238 352
16453 957178 353

16453 957178 353
35924 947451 56

244797 753540 354
247401 754523 10

1015830 948217 355
1006204 947646 416

958908 326754 356
950864 332234 16

580726 30503 357
585415 36684 717

299497 80977 358
280443 72557 460

120877 663858 359
120444 663239 33

1020152 422262 360
1030838 436629 340

94578 726847 361
90002 730359 201

611452 362851 362
620243 361020 549

91700 971621 363
63198 960864 564

922396 410703 364
921801 410349 18

407150 188306 365
443034 166265 962

988373 994165 366
956122 1038055 443

252224 211268 367
270312 220371 901

1029211 318790 368
1040844 329988 671

228228 675784 369
229431 700987 870

181963 160602 370
196468 145775 476

194151 204264 371
193676 209011 100

990429 616589 372
993413 605080 967

962485 471277 373
957654 468722 666

487027 48736 374
493090 36922 710

428212 364305 375
409959 379409 20

736395 465004 376
736428 451426 336

437231 106871 377
427704 102739 475

959325 867596 378
939684 878762 907

629268 270211 379
631320 277543 59

470712 43382 380
477278 57114 613

402693 1013043 381
393246 1018921 981

405226 1028002 382
420156 1035929 206

194476 210876 383
205046 212685 497

1007126 885952 384
1024507 896037 435

1006388 538259 385
1005945 529653 757

902672 642791 386
862321 627290 688

994285 638276 387
984228 650226 964

521655 191446 388
524859 174578 736

715231 318286 389
726191 326684 24

729198 445581 390
732283 440709 531

739110 510144 391
736611 504924 855

1043693 908389 392
1056506 924297 708

440393 957757 393
477789 925461 949

646914 77788 394
605785 68128 823

701037 273839 395
695886 286002 828

978831 819659 396
973132 815365 878

859182 418430 397
872346 405435 744

971852 787831 398
977624 796432 826

269783 710141 399
264587 696793 308

737963 578273 400
732116 577970 908

484930 251860 401
477428 264380 933

500191 -26033 402
515450 -7619 691

362059 68965 403
337832 85886 468

612083 543519 404
660257 551875 595

554854 268201 405
