981036 508139 1
982004 503921 914

534120 -42453 2
538048 -50553 569

577878 -43732 3
583955 -22935 328

532890 -96645 4
577878 -43732 3

205322 215891 5
205046 212685 497

225923 197950 6
245729 198583 954

69842 667632 7
52812 655492 761

391965 1054524 8
420156 1035929 206

310065 -10714 9
311128 -28096 715

247401 754523 10
244797 753540 354

217951 218350 11
205322 215891 5

443097 54051 12
440031 60986 813

47342 630935 13
66701 635082 212

317515 713679 14
314906 713219 485

301816 1021772 15
298552 1013038 426

950864 332234 16
961560 301327 164

276433 725657 17
269783 710141 399

921801 410349 18
922396 410703 364

555508 67090 19
553647 90137 251

409959 379409 20
428212 364305 375

968097 540588 21
979579 542407 624

40089 721860 22
70214 708048 630

702011 527050 23
701179 522878 646

726191 326684 24
797169 329378 991

990428 196959 25
1003840 256874 786

381890 1003805 26
368108 994487 784

409527 1056227 27
391965 1054524 8

675609 496310 28
676648 481141 478

971071 188552 29
990428 196959 25

932494 818793 30
940795 808773 104

936083 384774 31
941971 380204 575

835076 517826 32
820477 530979 798

120444 663239 33
120877 663858 359

648516 395774 34
652110 389167 762

402323 126508 35
402335 171357 489

307839 57178 36
296205 66839 827

397333 987582 37
391960 997694 548

314281 949219 38
307482 958761 265

105042 667806 39
96606 655604 267

1006036 468020 40
997789 456905 632

473356 311656 41
479603 310225 307

970499 257334 42
983241 224412 551

919732 458332 43
904865 460315 532

1033956 436231 44
1041102 448822 876

934265 314744 45
924351 330022 621

239142 55856 46
220744 66433 330

720304 525053 47
720955 526394 885

480764 1058084 48
465537 1034177 898

970063 396578 49
970806 393994 854

543132 334794 50
538796 317093 109

755587 491352 51
763790 486237 940

975653 745618 52
962521 735638 937

272842 58331 53
264488 51021 220

537123 165900 54
539046 163668 701

519742 129315 55
520306 120787 271

35924 947451 56
63198 960864 564

1064442 490895 57
1038062 501176 255

489393 117496 58
474524 121509 665

631320 277543 59
667818 300369 661

261674 961159 60
265500 967350 131

534617 58056 61
543108 65803 999

691689 512673 62
662863 512705 349

182654 715277 63
189682 670820 622

945838 459916 64
957654 468722 666

627821 -838 65
630749 18033 470

1022110 283893 66
1029016 248202 96

458725 143747 67
447075 133055 318

273755 -10984 68
258989 7413 606

293760 805861 69
311050 772121 451

466598 160110 70
462130 153079 341

906179 264649 71
925592 254331 750

712619 535794 72
709160 533608 989

240847 212619 73
231615 205337 558

993782 930601 74
1005649 914192 780

322034 925655 75
336244 924492 301

954600 443790 76
945838 459916 64

995817 521789 77
982152 537701 250

267943 -26353 78
273755 -10984 68

